Gender,Sleep_Hours_Per_Night,Screen_Time_Hours,Social_Media_Hours,Attendance_Percentage,Assignments_Completed,Class_Participation_Score,Physical_Activity_Hours_Per_Week,Stress_Level,Motivation_Level,Extracurricular_Involvement,Previous_Semester_GPA,Productivity_Score,Performance_Category,Gender_Encoded,SM_Percentage
Male,Poor,High,High,70.0,57.5,7.7,Very Active,8.6,6.2,4.5,4.1,36.5,Low,1,68.85245901639345
Female,Healthy,High,High,74.3,71.4,4.8,Underactive,7.2,6.6,3.4,5.3,47.3,Medium,0,79.31034482758619
Male,Poor,Moderate,Low,95.0,74.0,3.6,Moderately Active,5.0,9.2,0.0,7.5,66.1,High,1,0.0
Female,Poor,High,High,86.3,71.3,6.2,Very Active,5.1,5.9,3.9,6.0,39.2,Low,0,60.71428571428572
Female,Poor,High,Moderate,89.8,100.0,6.2,Underactive,4.7,4.6,0.2,4.0,52.3,Medium,0,40.81632653061224
Male,Poor,High,High,97.1,75.8,3.4,Very Active,5.6,4.4,5.6,6.2,43.8,Low,1,83.72093023255815
Female,Healthy,Moderate,High,68.2,92.3,8.4,Very Active,7.2,6.4,3.5,10.0,77.6,High,0,73.52941176470588
Male,Poor,High,Low,86.5,100.0,6.4,Very Active,3.5,7.8,5.2,7.2,71.3,High,1,8.771929824561402
Female,Poor,High,High,80.7,66.5,7.3,Very Active,4.2,4.6,10.0,5.6,50.5,Medium,0,28.000000000000004
Female,Poor,High,High,85.6,77.7,9.7,Very Active,7.1,4.3,2.0,7.1,43.1,Low,0,46.59090909090908
Male,Poor,High,High,78.0,77.2,6.0,Underactive,5.9,8.3,0.6,6.4,28.8,Low,1,37.0
Male,Poor,High,High,70.9,70.0,4.7,Underactive,6.9,9.3,4.2,4.0,42.4,Low,1,34.32835820895522
Female,Poor,Moderate,Low,66.3,100.0,9.8,Underactive,5.2,6.3,1.0,5.0,53.7,Medium,0,28.125
Male,Poor,High,High,100.0,96.6,6.0,Very Active,3.7,7.0,1.0,8.6,65.0,High,1,54.0
Female,Poor,High,High,98.0,100.0,6.0,Underactive,7.6,8.6,,10.0,64.2,High,0,28.155339805825243
Male,Healthy,High,High,57.8,96.5,4.7,Underactive,5.0,7.8,,2.9,51.4,Medium,1,90.69767441860466
Male,Poor,High,High,59.9,88.5,4.9,Moderately Active,6.2,6.8,0.1,8.0,41.2,Low,1,32.87671232876712
Male,Healthy,High,High,72.9,90.9,10.0,Underactive,6.2,6.3,2.0,7.2,53.3,Medium,1,68.33333333333333
Male,Poor,High,Moderate,84.1,85.4,4.1,Underactive,5.6,10.0,6.6,6.8,60.1,Medium,1,24.63768115942029
Female,Poor,High,Moderate,96.6,50.3,9.5,Underactive,9.5,6.1,4.9,5.4,43.8,Low,0,25.862068965517242
Male,Poor,High,Moderate,67.2,88.9,7.7,Very Active,5.5,8.6,9.0,10.0,85.1,High,1,34.04255319148936
Male,Poor,High,High,75.1,88.6,5.4,Very Active,10.0,6.8,3.1,6.8,37.6,Low,1,75.0
Female,Healthy,High,High,69.6,74.2,4.9,Very Active,6.8,4.5,0.4,6.6,70.3,High,0,64.28571428571429
Male,Healthy,High,Moderate,84.2,59.6,9.4,Very Active,4.2,4.1,0.9,6.5,75.2,High,1,29.230769230769226
Female,Poor,High,High,66.0,54.7,6.1,Very Active,5.1,6.4,6.1,5.5,43.1,Low,0,58.92857142857143
Female,Poor,High,High,64.4,68.5,5.9,Underactive,9.0,5.2,3.8,6.5,46.7,Medium,0,51.28205128205129
Male,Healthy,Moderate,Low,84.4,74.2,7.8,Very Active,7.6,6.5,6.1,7.1,82.8,High,1,8.823529411764707
Female,Poor,High,High,82.0,74.6,6.0,Very Active,2.2,6.0,6.7,6.8,75.6,High,0,76.81159420289855
Female,Healthy,High,High,83.0,73.9,8.1,Underactive,6.8,6.2,3.4,5.7,54.4,Medium,0,78.46153846153847
Male,Healthy,High,High,45.2,89.8,3.4,Very Active,5.3,4.4,2.9,5.2,35.2,Low,1,57.971014492753625
Female,Healthy,Moderate,Moderate,86.8,94.8,10.0,Very Active,3.4,6.0,5.0,7.3,82.0,High,0,28.20512820512821
Female,Healthy,High,Moderate,65.6,66.3,4.3,Very Active,6.5,7.5,5.0,7.1,62.4,Medium,0,12.222222222222223
Female,Healthy,High,Moderate,100.0,78.7,8.8,Moderately Active,3.8,4.2,4.8,8.1,71.4,High,0,16.049382716049383
Male,Poor,High,High,100.0,44.4,6.1,Underactive,2.8,8.7,0.0,4.7,62.2,Medium,1,36.66666666666667
Male,Poor,High,High,96.6,80.3,6.1,Very Active,7.0,7.1,2.0,7.1,60.0,Medium,1,32.3943661971831
Female,Excessive,High,High,82.9,90.6,9.5,Very Active,3.6,1.0,0.0,7.9,57.0,Medium,0,42.5
Male,Poor,High,Moderate,40.0,100.0,4.7,Very Active,9.9,7.7,1.8,6.9,47.6,Medium,1,28.333333333333332
Male,Poor,High,Low,68.0,28.8,7.7,Underactive,7.2,6.3,1.5,8.4,39.4,Low,1,7.462686567164178
Female,Poor,High,High,72.7,100.0,6.4,Very Active,9.2,7.3,4.4,8.3,63.3,High,0,36.47058823529412
Female,Healthy,High,High,91.7,100.0,8.3,Moderately Active,6.8,10.0,3.3,7.0,78.6,High,0,33.33333333333333
Male,Poor,High,High,100.0,58.4,4.6,Moderately Active,5.0,1.0,1.0,5.5,27.6,Low,1,78.68852459016394
Male,Healthy,High,High,100.0,67.8,6.4,Very Active,9.1,7.3,3.8,6.2,60.2,Medium,1,67.56756756756756
Female,Poor,High,High,82.2,100.0,5.8,Very Active,6.7,4.0,2.6,5.0,33.3,Low,0,50.0
Female,Poor,High,Low,65.6,64.4,3.2,Underactive,3.3,5.3,0.6,7.5,47.4,Medium,0,3.1914893617021276
Male,Excessive,High,High,94.0,100.0,4.8,Very Active,8.0,2.5,4.6,7.5,68.3,High,1,30.681818181818183
Male,Healthy,High,High,84.2,89.2,8.8,Underactive,5.3,7.8,9.2,5.0,51.4,Medium,1,52.58620689655172
Male,Healthy,High,High,61.2,70.0,7.2,Underactive,9.4,3.3,1.5,7.7,40.4,Low,1,63.013698630136986
Female,Healthy,High,High,79.4,100.0,7.0,Moderately Active,6.9,5.3,3.2,6.7,56.2,Medium,0,41.17647058823529
Female,Healthy,High,High,88.0,73.4,5.6,Very Active,7.3,8.7,10.0,4.7,66.5,High,0,72.72727272727273
Male,Poor,High,Low,91.8,96.8,4.0,Very Active,4.1,7.5,4.8,5.3,71.6,High,1,19.148936170212767
Male,Poor,High,Moderate,88.2,85.5,6.5,Underactive,5.5,5.4,0.6,4.2,49.4,Medium,1,34.54545454545455
Male,Poor,High,High,75.3,68.9,9.1,Moderately Active,2.5,2.8,0.0,5.2,50.5,Medium,1,74.0
Female,Poor,High,High,81.5,84.7,7.0,Underactive,4.2,4.9,2.6,7.6,52.7,Medium,0,67.85714285714286
Female,Poor,High,High,90.4,89.4,5.0,Underactive,5.1,4.8,2.3,7.0,50.0,Medium,0,60.49382716049383
Male,Healthy,Moderate,High,91.8,100.0,6.0,Underactive,9.9,4.3,5.3,6.0,64.5,High,1,96.42857142857144
Female,Healthy,High,High,100.0,100.0,5.7,Very Active,4.3,5.1,2.1,7.6,68.4,High,0,34.375
Male,Poor,High,Moderate,80.5,82.4,7.0,Very Active,8.4,5.5,4.1,4.7,44.4,Low,1,21.874999999999996
Male,Poor,High,High,65.6,40.7,5.7,Underactive,3.1,10.0,6.5,3.1,40.3,Low,1,86.53846153846153
Female,Poor,High,High,94.1,90.8,4.9,Very Active,4.3,3.5,4.6,7.7,59.6,Medium,0,61.111111111111114
Female,Poor,High,High,81.1,70.3,2.5,Underactive,6.0,8.5,7.3,3.9,31.8,Low,0,98.57142857142858
Male,Healthy,High,High,63.3,44.6,6.5,Very Active,7.7,8.7,1.6,6.0,59.0,Medium,1,64.70588235294117
Male,Healthy,High,High,88.1,87.4,7.3,Underactive,5.5,1.0,2.9,3.4,49.5,Medium,1,32.18390804597701
Male,Excessive,High,High,98.4,82.9,6.1,Underactive,5.1,4.2,5.1,5.9,52.5,Medium,1,51.35135135135135
Male,Poor,High,High,85.0,60.5,5.8,Underactive,7.2,5.8,2.4,6.0,42.9,Low,1,25.252525252525253
Female,Healthy,High,Moderate,98.5,53.7,9.3,Underactive,5.9,6.3,5.0,6.1,66.7,High,0,24.137931034482758
Female,Poor,High,High,73.7,100.0,9.6,Underactive,2.3,2.7,5.0,7.9,67.4,High,0,61.53846153846154
Male,Poor,High,High,70.5,84.1,8.4,Very Active,8.9,5.5,7.4,5.1,53.3,Medium,1,69.0909090909091
Male,Poor,High,High,91.1,60.8,6.7,Underactive,6.3,6.9,7.0,4.8,23.0,Low,1,43.82022471910112
Male,Healthy,High,High,75.4,86.9,6.2,Underactive,5.9,2.7,6.5,6.5,50.6,Medium,1,67.85714285714286
Female,Poor,High,High,95.7,67.4,3.7,Very Active,6.0,5.9,2.0,8.8,53.4,Medium,0,84.48275862068967
Male,Poor,High,High,82.2,84.8,1.8,Underactive,2.4,4.0,7.5,8.6,48.3,Medium,1,35.77981651376147
Male,Poor,High,Low,88.2,28.8,6.3,Underactive,9.5,4.2,5.0,5.5,26.5,Low,1,11.666666666666666
Female,Poor,High,High,68.3,76.9,10.0,Underactive,4.8,5.1,10.0,7.7,60.7,Medium,0,58.620689655172406
Female,Poor,High,High,54.1,72.0,4.7,Very Active,5.4,5.1,6.5,6.3,25.0,Low,0,50.0
Female,Healthy,Moderate,Low,90.2,61.7,6.9,Very Active,4.8,9.7,4.5,8.0,81.1,High,0,27.77777777777778
Female,Poor,High,High,66.8,71.1,4.6,Underactive,4.1,10.0,8.6,7.1,57.5,Medium,0,78.0
Female,Healthy,High,High,90.4,68.7,5.4,Underactive,4.6,1.0,7.4,8.3,55.9,Medium,0,52.77777777777778
Male,Healthy,High,High,98.1,86.7,5.6,Underactive,5.1,7.4,2.7,8.7,66.7,High,1,49.38271604938272
Male,Healthy,Moderate,High,54.9,76.6,6.9,Very Active,6.9,3.7,2.6,10.0,55.9,Medium,1,86.66666666666667
Female,Excessive,High,High,92.6,80.9,6.1,Underactive,5.5,9.2,4.3,7.2,66.4,High,0,83.78378378378379
Female,Excessive,High,High,96.5,66.6,1.5,Very Active,1.5,5.7,5.5,5.1,51.4,Medium,0,43.42105263157895
Male,Poor,Moderate,Low,70.5,57.1,6.2,Very Active,7.6,8.0,6.4,6.5,56.1,Medium,1,0.0
Female,Poor,High,Low,90.1,100.0,6.8,Very Active,6.9,6.0,3.1,7.2,62.9,Medium,0,0.0
Female,Poor,High,High,84.3,73.6,5.9,Underactive,2.5,7.5,7.0,4.6,58.0,Medium,0,86.66666666666667
Female,Healthy,High,Low,78.6,71.2,9.6,Very Active,5.3,5.3,0.8,4.4,49.8,Medium,0,0.0
Female,Excessive,Moderate,Moderate,87.5,100.0,6.8,Very Active,4.8,5.3,3.4,4.6,78.4,High,0,51.28205128205129
Male,Poor,High,High,65.7,100.0,8.0,Very Active,6.9,9.2,1.2,4.7,61.8,Medium,1,48.07692307692307
Male,Poor,High,High,85.3,68.0,10.0,Very Active,2.9,8.3,5.2,7.1,68.7,High,1,69.81132075471699
Female,Poor,High,Moderate,83.5,81.3,5.7,Very Active,10.0,5.5,2.3,8.3,53.0,Medium,0,34.61538461538461
Male,Poor,High,Moderate,46.9,85.5,8.3,Moderately Active,5.5,5.8,3.2,5.3,34.8,Low,1,30.0
Male,Healthy,High,High,64.6,100.0,10.0,Underactive,7.1,9.9,2.5,4.6,63.9,High,1,42.15686274509804
Female,Poor,High,Moderate,60.2,56.8,7.0,Moderately Active,4.4,4.1,1.1,4.3,33.6,Low,0,27.999999999999996
Male,Healthy,High,High,75.8,52.4,9.0,Underactive,1.5,10.0,7.4,8.2,59.7,Medium,1,75.40983606557377
Female,Healthy,High,High,100.0,99.4,5.4,Moderately Active,1.2,3.4,7.4,7.1,71.4,High,0,78.2051282051282
Male,Healthy,High,High,80.9,81.2,8.4,Moderately Active,4.9,4.0,5.6,5.8,60.1,Medium,1,59.75609756097562
Male,Healthy,High,Low,81.7,83.1,4.1,Underactive,4.0,6.0,8.9,7.2,59.8,Medium,1,2.298850574712644
Female,Healthy,High,High,79.2,94.3,5.5,Moderately Active,4.9,6.4,7.0,7.5,75.2,High,0,55.55555555555556
Female,Healthy,High,High,77.1,86.4,4.1,Moderately Active,6.3,5.1,1.0,6.5,58.2,Medium,0,25.842696629213478
Male,Poor,High,High,82.0,77.5,5.3,Underactive,5.6,6.8,4.3,5.8,56.8,Medium,1,49.42528735632184
Male,Poor,High,High,95.3,56.1,8.5,Very Active,6.3,6.3,5.6,3.9,56.2,Medium,1,52.0
Male,Poor,High,High,40.0,77.7,2.0,Very Active,6.8,4.6,5.9,7.0,34.6,Low,1,54.545454545454554
Female,Poor,High,High,85.8,74.2,6.7,Underactive,5.9,8.8,3.1,5.8,53.6,Medium,0,35.964912280701746
Male,Healthy,High,High,85.7,71.0,4.5,Very Active,3.6,3.7,4.1,7.1,51.7,Medium,1,58.333333333333336
Male,Healthy,High,High,71.9,61.0,8.4,Very Active,7.7,4.2,2.3,8.4,51.3,Medium,1,58.69565217391305
Male,Excessive,High,High,85.9,81.6,4.0,Moderately Active,7.4,6.2,3.8,7.9,57.4,Medium,1,52.94117647058824
Male,Poor,High,High,99.2,48.8,6.5,Underactive,7.4,5.6,5.5,7.1,53.4,Medium,1,45.45454545454545
Female,Healthy,High,High,83.5,80.0,7.3,Underactive,4.3,3.5,3.1,3.8,47.6,Medium,0,43.47826086956522
Male,Healthy,High,High,78.0,40.2,5.3,Moderately Active,4.9,3.1,9.2,8.3,20.9,Low,1,46.391752577319586
Male,Poor,High,High,89.2,74.3,3.1,Very Active,4.8,4.9,2.5,5.7,55.0,Medium,1,64.15094339622641
Male,Healthy,High,Moderate,84.8,38.8,5.6,Underactive,3.0,5.2,4.4,7.4,53.8,Medium,1,15.957446808510637
Female,Poor,Moderate,Low,85.7,67.3,2.0,Underactive,5.2,4.1,6.3,8.5,37.5,Low,0,23.68421052631579
Female,Poor,Moderate,High,77.0,84.2,4.5,Very Active,6.5,7.0,6.2,4.9,63.0,Medium,0,92.10526315789474
Male,Healthy,High,Moderate,72.6,69.9,5.6,Underactive,3.3,8.0,0.0,5.3,58.6,Medium,1,19.54022988505747
Male,Poor,High,Low,86.8,78.9,6.6,Moderately Active,7.6,6.0,4.5,4.3,46.4,Low,1,5.0
Male,Healthy,High,High,88.4,54.8,5.1,Underactive,7.9,8.2,1.6,5.8,38.8,Low,1,59.34065934065935
Male,Poor,High,High,45.8,91.2,5.0,Very Active,1.7,7.3,2.5,5.3,47.3,Medium,1,33.33333333333333
Female,Healthy,High,Moderate,70.5,87.4,4.8,Moderately Active,1.0,9.4,7.5,5.6,78.5,High,0,30.61224489795918
Female,Poor,High,High,59.3,97.9,8.0,Moderately Active,5.2,4.6,1.7,7.0,52.6,Medium,0,25.882352941176475
Male,Healthy,High,High,72.2,83.5,4.1,Very Active,2.8,7.8,9.2,7.8,59.2,Medium,1,90.69767441860466
Female,Poor,High,Low,81.9,57.1,2.7,Underactive,4.9,6.0,5.5,5.4,40.9,Low,0,12.121212121212123
Female,Poor,High,Moderate,82.4,89.6,7.3,Underactive,4.1,6.5,2.2,6.0,50.5,Medium,0,18.84057971014493
Female,Healthy,Moderate,High,100.0,72.4,9.3,Very Active,3.7,10.0,7.5,7.2,87.9,High,0,70.58823529411765
Female,Poor,High,High,84.8,89.5,7.3,Very Active,3.7,3.9,3.6,10.0,61.2,Medium,0,27.10280373831776
Male,Poor,High,High,61.5,96.7,4.8,Very Active,1.0,6.4,2.3,6.0,53.0,Medium,1,57.37704918032788
Female,Poor,High,High,75.6,80.1,7.1,Underactive,5.1,8.7,10.0,8.4,78.3,High,0,35.38461538461538
Male,Healthy,High,High,87.8,67.5,4.7,Very Active,7.3,5.0,1.8,5.9,56.2,Medium,1,35.48387096774193
Male,Poor,High,High,80.7,33.2,5.9,Moderately Active,4.6,7.3,3.6,6.9,48.5,Medium,1,60.97560975609757
Male,Healthy,High,High,75.6,75.8,6.1,Very Active,7.9,6.1,4.2,6.6,50.5,Medium,1,51.61290322580645
Female,Healthy,High,Low,92.4,65.8,9.9,Underactive,8.7,6.3,1.2,5.3,51.6,Medium,0,0.0
Female,Poor,High,High,97.2,79.0,9.8,Underactive,3.7,8.6,5.1,6.5,58.6,Medium,0,57.57575757575758
Male,Poor,High,Moderate,71.7,97.4,10.0,Very Active,3.5,9.7,1.0,5.7,68.7,High,1,25.862068965517242
Male,Healthy,High,Low,81.5,55.4,6.8,Very Active,7.8,5.9,1.8,4.6,52.0,Medium,1,0.0
Female,Poor,High,High,85.1,87.4,6.4,Very Active,5.6,4.2,1.0,6.0,45.4,Low,0,40.0
Male,Poor,High,High,73.0,59.3,1.9,Very Active,7.0,4.1,0.0,8.4,5.8,Low,1,83.05084745762711
Female,Healthy,High,High,76.2,91.3,6.2,Very Active,4.0,4.5,0.0,6.5,54.4,Medium,0,80.30303030303031
Female,Poor,High,High,94.0,100.0,4.1,Very Active,6.1,6.2,3.5,9.2,54.8,Medium,0,56.164383561643824
Male,Poor,High,High,74.8,78.2,2.0,Underactive,1.7,6.2,5.2,5.6,45.7,Low,1,60.0
Male,Poor,High,Low,81.6,71.4,4.7,Moderately Active,5.8,5.6,3.4,8.9,49.0,Medium,1,7.368421052631578
Male,Healthy,High,Low,85.1,100.0,2.2,Underactive,4.3,7.3,5.2,6.5,60.6,Medium,1,10.0
Female,Poor,High,High,84.1,77.6,6.9,Very Active,5.5,8.0,5.2,8.5,66.4,High,0,48.101265822784804
Female,Poor,High,Moderate,54.9,84.0,7.4,Underactive,10.0,4.8,2.4,9.1,46.7,Medium,0,35.08771929824561
Female,Excessive,High,Moderate,74.1,100.0,2.3,Moderately Active,6.6,7.3,4.3,6.5,56.9,Medium,0,21.818181818181817
Male,Healthy,High,High,96.0,99.1,8.2,Underactive,5.1,4.1,4.0,8.8,57.6,Medium,1,35.16483516483517
Female,Healthy,High,High,56.3,73.1,7.4,Moderately Active,4.1,5.7,5.2,6.0,43.3,Low,0,43.93939393939394
Male,Healthy,High,High,95.1,100.0,5.8,Very Active,6.8,4.3,5.7,6.3,71.5,High,1,73.17073170731709
Female,Poor,High,Low,72.4,44.7,8.3,Very Active,5.5,7.8,7.6,7.7,55.1,Medium,0,1.5151515151515154
Male,Poor,High,High,100.0,65.8,7.8,Very Active,6.2,6.3,3.2,9.6,81.7,High,1,84.78260869565219
Male,Healthy,High,High,86.1,67.9,6.8,Underactive,7.5,7.3,1.5,5.6,56.9,Medium,1,60.0
Female,Healthy,High,High,56.9,81.4,5.0,Very Active,10.0,4.0,2.9,6.1,40.9,Low,0,40.0
Female,Healthy,Moderate,Moderate,81.3,65.8,7.2,Moderately Active,1.8,1.5,6.3,5.6,60.4,Medium,0,37.5
Male,Poor,High,Moderate,80.5,49.5,9.4,Underactive,2.6,6.2,7.8,6.6,64.8,High,1,15.068493150684933
Female,Poor,Moderate,High,100.0,93.2,8.3,Moderately Active,6.3,5.4,,4.8,61.5,Medium,0,63.888888888888886
Male,Poor,High,High,67.7,71.4,1.9,Very Active,3.1,4.6,3.8,7.8,29.9,Low,1,24.34782608695652
Female,Healthy,High,High,68.5,54.2,7.0,Very Active,5.6,4.7,2.5,6.2,44.5,Low,0,33.33333333333333
Male,Healthy,High,Moderate,73.4,62.7,7.2,Underactive,3.9,8.4,7.6,5.2,55.8,Medium,1,17.857142857142858
Female,Poor,High,High,100.0,67.3,8.5,Very Active,6.6,4.1,6.0,5.4,54.3,Medium,0,53.043478260869556
Female,Poor,High,High,65.0,69.6,8.7,Underactive,5.4,7.1,2.8,8.7,63.3,High,0,90.9090909090909
Male,Healthy,High,High,59.7,56.4,3.3,Moderately Active,5.4,8.3,0.1,4.0,24.1,Low,1,25.225225225225223
Female,Healthy,High,Moderate,85.6,100.0,5.8,Very Active,10.0,3.1,2.7,8.2,61.4,Medium,0,19.642857142857146
Female,Poor,High,High,81.3,80.9,4.3,Very Active,5.3,5.5,6.0,5.5,50.8,Medium,0,56.79012345679012
Female,Poor,High,Moderate,70.9,67.6,3.4,Underactive,2.4,10.0,2.7,4.9,53.4,Medium,0,27.27272727272727
Female,Healthy,High,Low,89.3,81.8,9.1,Very Active,1.5,10.0,2.5,9.8,100.0,High,0,0.0
Male,Poor,High,High,69.6,74.2,5.0,Very Active,4.0,10.0,5.7,7.3,66.4,High,1,49.38271604938272
Male,Poor,High,High,75.9,40.5,5.2,Very Active,8.7,6.7,4.8,8.0,47.5,Medium,1,30.0
Male,Healthy,High,High,68.1,65.4,4.4,Underactive,7.5,4.3,1.4,8.4,41.2,Low,1,57.53424657534247
Female,Healthy,High,High,83.4,71.7,6.0,Very Active,3.8,6.0,3.3,8.7,68.3,High,0,63.82978723404255
Male,Poor,High,Low,76.3,73.0,5.8,Moderately Active,2.6,8.1,4.4,6.9,57.9,Medium,1,1.639344262295082
Female,Healthy,High,High,100.0,42.0,6.6,Very Active,5.0,5.1,5.3,7.2,62.0,Medium,0,80.0
Female,Healthy,High,High,75.9,100.0,4.8,Very Active,5.3,2.8,1.0,8.3,51.4,Medium,0,43.93939393939394
Female,Poor,High,High,83.6,100.0,4.8,Very Active,4.6,7.1,1.7,5.9,48.7,Medium,0,68.83116883116884
Male,Poor,High,High,74.5,75.5,3.7,Very Active,3.4,7.0,3.2,6.9,50.1,Medium,1,33.07086614173229
Female,Poor,High,High,68.1,74.2,8.1,Very Active,5.1,5.0,,8.3,48.9,Medium,0,60.0
Male,Poor,High,High,95.4,85.4,6.5,Underactive,6.1,7.5,6.5,5.6,69.4,High,1,57.89473684210525
Male,Healthy,High,High,70.2,72.9,6.3,Underactive,2.1,4.5,4.8,6.0,48.6,Medium,1,45.87155963302752
Male,Poor,High,Moderate,83.9,91.5,6.8,Very Active,7.6,7.0,5.3,4.7,55.2,Medium,1,17.59259259259259
Female,Poor,High,Moderate,98.3,62.6,6.9,Underactive,5.4,6.6,4.7,3.0,64.8,High,0,40.42553191489361
Female,Poor,Moderate,High,100.0,92.5,1.5,Underactive,3.1,5.7,3.9,6.0,62.6,Medium,0,74.99999999999999
Female,Healthy,High,Moderate,91.0,55.0,3.9,Very Active,5.0,4.8,,5.4,49.2,Medium,0,37.254901960784316
Male,Poor,High,High,69.0,66.8,7.0,Moderately Active,5.8,9.4,2.9,7.1,62.3,Medium,1,49.25373134328358
Female,Healthy,High,High,75.4,72.2,5.1,Very Active,3.3,3.7,5.3,7.9,54.4,Medium,0,48.684210526315795
Male,Healthy,High,High,89.0,74.3,7.1,Underactive,6.3,6.0,4.6,6.6,56.3,Medium,1,35.82089552238806
Female,Poor,High,High,81.8,73.7,4.5,Underactive,4.1,6.8,5.2,5.5,47.7,Medium,0,91.48936170212765
Male,Poor,High,High,82.2,91.2,6.0,Moderately Active,4.8,9.3,1.0,7.4,47.2,Medium,1,23.655913978494624
Male,Poor,High,High,94.3,77.6,4.8,Very Active,6.9,3.3,3.1,8.4,39.6,Low,1,37.00787401574803
Female,Healthy,High,High,94.2,76.5,5.3,Very Active,1.0,7.0,5.0,4.9,67.7,High,0,32.98969072164949
Male,Poor,High,High,80.7,61.4,6.5,Very Active,5.4,5.4,5.3,6.0,65.9,High,1,64.70588235294117
Female,Healthy,High,Moderate,71.8,78.0,7.0,Underactive,5.0,10.0,6.9,3.4,67.9,High,0,19.17808219178082
Male,Healthy,High,High,80.0,74.5,9.1,Underactive,3.2,7.4,4.9,6.5,65.1,High,1,35.13513513513514
Male,Poor,High,High,66.9,66.4,8.5,Very Active,9.6,5.5,5.6,2.9,16.0,Low,1,34.0
Female,Poor,High,High,90.2,54.3,8.1,Very Active,3.2,3.1,0.7,7.3,60.6,Medium,0,92.3076923076923
Male,Healthy,Moderate,High,77.6,98.0,6.9,Very Active,7.2,6.0,1.8,5.9,83.3,High,1,66.66666666666666
Male,Poor,High,High,65.6,100.0,4.9,Very Active,7.0,5.8,6.2,5.8,39.3,Low,1,54.54545454545454
Female,Poor,High,Moderate,97.4,79.4,7.4,Moderately Active,6.3,1.0,5.7,8.0,53.1,Medium,0,22.857142857142858
Male,Healthy,High,High,70.3,79.1,8.6,Underactive,7.1,9.3,2.3,4.9,56.2,Medium,1,26.923076923076927
Male,Healthy,High,High,94.9,50.0,6.0,Very Active,3.9,7.2,7.1,5.4,37.5,Low,1,54.71698113207547
Female,Poor,Moderate,High,55.5,68.9,7.7,Very Active,5.3,5.8,3.4,7.2,46.8,Medium,0,92.10526315789474
Male,Healthy,High,Moderate,94.4,83.6,0.6,Very Active,5.8,5.0,5.0,6.0,35.3,Low,1,32.786885245901644
Female,Healthy,High,Low,82.1,100.0,9.5,Moderately Active,7.2,4.5,4.2,6.1,66.1,High,0,3.896103896103896
Male,Healthy,High,High,92.6,65.9,8.7,Underactive,3.9,6.9,2.7,7.0,64.8,High,1,63.793103448275865
Male,Poor,High,High,79.1,82.0,5.4,Very Active,9.5,5.0,2.4,7.8,41.9,Low,1,38.63636363636363
Male,Poor,High,High,84.9,90.5,5.3,Moderately Active,5.4,6.4,8.2,7.0,56.3,Medium,1,67.16417910447761
Female,Healthy,High,Low,76.0,99.4,10.0,Moderately Active,7.6,7.6,2.5,4.5,67.4,High,0,4.705882352941177
Male,Poor,High,Moderate,89.8,68.1,6.4,Underactive,6.8,4.1,1.9,6.0,39.4,Low,1,24.285714285714285
Male,Healthy,High,Moderate,85.5,96.4,10.0,Underactive,5.3,4.1,7.0,10.0,73.4,High,1,40.81632653061224
Male,Healthy,High,High,86.9,68.3,4.8,Underactive,4.1,4.4,2.7,4.7,45.3,Low,1,47.16981132075472
Male,Poor,High,High,89.1,67.1,6.5,Underactive,8.5,4.8,0.9,6.4,44.7,Low,1,46.15384615384615
Male,Poor,High,Moderate,72.4,61.6,4.8,Very Active,7.0,8.0,4.3,7.4,45.6,Low,1,25.0
Male,Healthy,High,High,71.8,73.8,7.3,Very Active,6.4,8.5,5.5,7.4,66.6,High,1,48.913043478260875
Female,Poor,High,High,73.0,80.3,3.4,Moderately Active,4.1,2.9,4.5,5.4,44.7,Low,0,65.21739130434783
Male,Excessive,High,High,73.2,100.0,10.0,Very Active,5.5,4.3,3.0,7.4,64.7,High,1,74.32432432432432
Female,Poor,High,High,68.8,78.1,4.7,Very Active,8.4,7.5,4.6,6.9,51.1,Medium,0,55.932203389830505
Female,Healthy,High,High,81.7,71.8,4.9,Moderately Active,7.4,9.6,5.6,6.7,61.8,Medium,0,68.75
Male,Healthy,Moderate,Moderate,82.9,100.0,7.3,Moderately Active,2.1,1.9,0.6,5.4,63.5,High,1,53.125
Male,Healthy,High,High,75.8,85.7,9.6,Very Active,7.6,7.9,4.0,7.3,62.5,Medium,1,51.40186915887851
Male,Poor,High,High,100.0,67.6,3.2,Underactive,8.2,4.0,6.2,8.4,49.4,Medium,1,45.16129032258064
Female,Poor,High,High,87.4,79.3,5.0,Moderately Active,6.0,2.2,10.0,9.2,61.3,Medium,0,48.07692307692307
Male,Poor,High,High,100.0,78.9,8.1,Underactive,9.0,7.6,9.9,5.7,55.1,Medium,1,20.353982300884955
Male,Healthy,High,High,81.7,71.3,4.7,Very Active,3.2,3.0,2.7,7.9,52.5,Medium,1,62.121212121212125
Male,Poor,High,High,70.5,78.3,6.3,Underactive,6.0,2.9,5.2,6.5,25.2,Low,1,25.806451612903224
Male,Healthy,High,High,78.4,68.6,7.1,Moderately Active,6.9,2.3,0.0,10.0,62.3,Medium,1,44.44444444444444
Female,Healthy,Moderate,High,89.8,82.8,3.3,Underactive,9.7,3.4,2.2,5.0,48.4,Medium,0,100.0
Female,Excessive,High,High,76.1,65.5,6.7,Underactive,4.1,5.8,0.5,6.9,46.5,Low,0,47.36842105263158
